,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryAddition,YearlyHollidayDays,DrivingKilometers
784,No,38.0,Travel_Rarely,330.0,Research & Development,17.0,1,Life Sciences,3.0,Female,65.0,2.0,3.0,Healthcare Representative,3.0,Married,8823.0,24608.0,0.0,Y,No,18.0,3.0,1.0,80.0,1,20.0,4.0,2.0,19.0,9.0,1.0,9.0,896.8071860527834,10.0,
785,No,40.0,Travel_Rarely,1492.0,Research & Development,20.0,4,Technical Degree,1.0,Male,61.0,3.0,3.0,Healthcare Representative,4.0,Married,10322.0,26542.0,4.0,Y,No,20.0,4.0,4.0,80.0,1,14.0,,3.0,11.0,10.0,11.0,1.0,1562.3832601356717,15.0,1.0901510777497263
786,No,27.0,Non-Travel,1277.0,Research & Development,8.0,5,Life Sciences,1.0,Male,87.0,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,5869.0,1.0,Y,No,19.0,3.0,4.0,80.0,3,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1544.8603857594358,10.0,
787,No,55.0,Travel_Frequently,1091.0,Research & Development,2.0,1,Life Sciences,4.0,Male,65.0,3.0,3.0,Manufacturing Director,2.0,Married,10976.0,15813.0,3.0,Y,No,18.0,3.0,2.0,80.0,1,23.0,4.0,3.0,3.0,2.0,1.0,2.0,,,
788,No,28.0,Travel_Rarely,857.0,Research & Development,10.0,3,Other,3.0,Female,59.0,3.0,2.0,Research Scientist,3.0,Single,3660.0,7909.0,3.0,Y,No,13.0,3.0,4.0,80.0,0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,1231.3870188423148,,
789,Yes,44.0,Travel_Rarely,1376.0,Human Resources,1.0,2,Medical,2.0,Male,91.0,2.0,3.0,Human Resources,1.0,Married,10482.0,2326.0,9.0,Y,No,14.0,3.0,4.0,80.0,1,24.0,1.0,3.0,20.0,6.0,3.0,6.0,1085.7987399569263,15.0,
790,No,33.0,Travel_Rarely,654.0,Research & Development,5.0,3,Life Sciences,4.0,Male,34.0,2.0,3.0,Healthcare Representative,4.0,Divorced,7119.0,21214.0,4.0,Y,No,15.0,3.0,3.0,80.0,1,9.0,2.0,3.0,3.0,2.0,1.0,2.0,635.9412069765493,10.0,
791,Yes,35.0,Travel_Rarely,1204.0,Sales,4.0,3,Technical Degree,4.0,Male,86.0,3.0,3.0,Sales Executive,1.0,Single,9582.0,10333.0,0.0,Y,Yes,22.0,4.0,1.0,80.0,0,9.0,2.0,3.0,8.0,7.0,4.0,7.0,1121.1665212889404,10.0,
792,Yes,33.0,Travel_Frequently,827.0,Research & Development,29.0,4,Medical,1.0,Female,54.0,2.0,2.0,Research Scientist,3.0,Single,4508.0,3129.0,1.0,Y,No,22.0,4.0,2.0,80.0,0,14.0,4.0,3.0,13.0,7.0,3.0,8.0,1011.2243831999547,,4.610675025600182
793,No,28.0,Travel_Rarely,895.0,Research & Development,15.0,2,Life Sciences,1.0,Male,50.0,3.0,1.0,Laboratory Technician,3.0,Divorced,2207.0,22482.0,1.0,Y,No,16.0,3.0,4.0,80.0,1,4.0,5.0,2.0,4.0,2.0,2.0,2.0,1472.753980989278,10.0,
794,No,34.0,Travel_Frequently,618.0,Research & Development,3.0,1,Life Sciences,1.0,Male,45.0,3.0,2.0,Healthcare Representative,4.0,Single,7756.0,22266.0,0.0,Y,No,17.0,3.0,3.0,80.0,0,7.0,1.0,2.0,6.0,2.0,0.0,4.0,1373.42273102544,15.0,0.7406776084131355
795,No,37.0,Travel_Rarely,309.0,Sales,10.0,4,Life Sciences,4.0,Female,88.0,2.0,2.0,Sales Executive,4.0,Divorced,6694.0,24223.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,3,8.0,5.0,3.0,1.0,0.0,0.0,0.0,1141.1947091180891,,
796,Yes,25.0,Travel_Rarely,1219.0,Research & Development,4.0,1,Technical Degree,4.0,Male,32.0,3.0,1.0,Laboratory Technician,4.0,Married,3691.0,4605.0,1.0,Y,Yes,15.0,3.0,2.0,80.0,1,7.0,3.0,4.0,7.0,7.0,5.0,6.0,1108.0916745230315,10.0,0.8936965671685515
797,Yes,26.0,Travel_Rarely,1330.0,Research & Development,21.0,3,Medical,1.0,Male,37.0,3.0,1.0,Laboratory Technician,3.0,Divorced,2377.0,19373.0,1.0,Y,No,20.0,4.0,3.0,80.0,1,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1408.6009050058317,15.0,1.1313041912939727
798,Yes,33.0,Travel_Rarely,1017.0,Research & Development,25.0,3,Medical,1.0,Male,55.0,2.0,1.0,Research Scientist,2.0,Single,2313.0,2993.0,4.0,Y,Yes,20.0,4.0,2.0,80.0,0,5.0,0.0,3.0,2.0,2.0,,2.0,1190.4531110867365,10.0,
799,No,42.0,Travel_Rarely,469.0,Research & Development,2.0,2,Medical,4.0,Male,35.0,3.0,4.0,Manager,1.0,Married,17665.0,14399.0,0.0,Y,No,17.0,3.0,4.0,80.0,1,23.0,3.0,3.0,22.0,6.0,13.0,7.0,752.1596912721569,15.0,
800,Yes,28.0,Travel_Frequently,1009.0,Research & Development,1.0,3,Medical,1.0,Male,45.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2596.0,7160.0,1.0,Y,No,15.0,3.0,1.0,80.0,2,1.0,,3.0,1.0,0.0,0.0,0.0,1540.112372034435,,
801,Yes,50.0,Travel_Frequently,959.0,Sales,1.0,4,Other,4.0,Male,81.0,3.0,2.0,Sales Executive,3.0,Single,4728.0,17251.0,3.0,Y,Yes,14.0,3.0,4.0,80.0,0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,,15.0,
802,No,33.0,Travel_Frequently,970.0,Sales,7.0,3,Life Sciences,4.0,Female,30.0,3.0,2.0,Sales Executive,2.0,Married,4302.0,13401.0,0.0,Y,No,17.0,3.0,3.0,80.0,1,4.0,3.0,3.0,3.0,2.0,0.0,2.0,779.7647651580526,10.0,
803,No,34.0,Non-Travel,697.0,Research & Development,3.0,4,Life Sciences,3.0,Male,40.0,2.0,1.0,Research Scientist,4.0,Married,2979.0,22478.0,3.0,Y,No,17.0,3.0,4.0,80.0,3,6.0,2.0,3.0,0.0,0.0,,0.0,877.1599242918803,10.0,
804,No,48.0,Non-Travel,1262.0,Research & Development,1.0,4,Medical,1.0,Male,35.0,4.0,4.0,Manager,4.0,Single,16885.0,16154.0,2.0,Y,No,22.0,4.0,3.0,80.0,0,27.0,3.0,2.0,5.0,4.0,2.0,1.0,1772.7622389826365,22.0,
805,No,45.0,Non-Travel,1050.0,Sales,9.0,4,Life Sciences,2.0,Female,65.0,2.0,2.0,Sales Executive,3.0,Married,5593.0,17970.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,15.0,,3.0,15.0,10.0,4.0,12.0,685.7962315178077,10.0,1.4693067469768657
806,No,52.0,Travel_Rarely,994.0,Research & Development,7.0,4,Life Sciences,2.0,Male,87.0,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,15322.0,7.0,Y,No,19.0,3.0,4.0,80.0,0,18.0,4.0,3.0,8.0,6.0,,0.0,,10.0,
807,No,38.0,Travel_Rarely,770.0,Sales,10.0,4,Marketing,3.0,Male,73.0,2.0,3.0,Sales Executive,3.0,Divorced,8740.0,5569.0,0.0,Y,Yes,14.0,3.0,2.0,80.0,2,9.0,2.0,3.0,8.0,7.0,2.0,7.0,288.4141450352213,22.0,
808,No,29.0,Travel_Rarely,1107.0,Research & Development,28.0,4,Life Sciences,3.0,Female,93.0,3.0,1.0,Research Scientist,4.0,Divorced,2514.0,26968.0,4.0,Y,No,22.0,4.0,1.0,80.0,1,11.0,,3.0,7.0,5.0,1.0,7.0,1769.2195088814171,,0.7284827942469991
809,No,28.0,Travel_Rarely,950.0,Research & Development,3.0,3,Medical,4.0,Female,93.0,3.0,3.0,Manufacturing Director,2.0,Divorced,7655.0,8039.0,,Y,No,17.0,3.0,2.0,80.0,3,10.0,3.0,2.0,9.0,7.0,1.0,7.0,886.9107513867374,10.0,
810,No,46.0,Travel_Rarely,406.0,Sales,3.0,1,Marketing,1.0,Male,52.0,3.0,4.0,Manager,3.0,Married,17465.0,15596.0,3.0,Y,No,12.0,3.0,4.0,80.0,1,23.0,3.0,3.0,12.0,9.0,4.0,9.0,1424.1233605129116,25.0,
811,No,38.0,Travel_Rarely,130.0,Sales,2.0,2,Marketing,4.0,Male,32.0,3.0,3.0,Sales Executive,2.0,Single,7351.0,20619.0,7.0,Y,No,16.0,3.0,3.0,80.0,0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,1516.2429480100382,,
812,No,43.0,Travel_Frequently,1082.0,Research & Development,27.0,3,Life Sciences,3.0,Female,83.0,3.0,3.0,Manufacturing Director,1.0,Married,10820.0,11535.0,8.0,Y,No,11.0,3.0,3.0,80.0,1,18.0,1.0,3.0,8.0,7.0,0.0,1.0,1188.6938901737387,15.0,
813,Yes,39.0,Travel_Frequently,203.0,Research & Development,2.0,3,Life Sciences,1.0,Male,84.0,3.0,4.0,Healthcare Representative,4.0,Divorced,12169.0,13547.0,7.0,Y,No,11.0,3.0,4.0,80.0,3,21.0,4.0,3.0,18.0,7.0,11.0,5.0,1509.4984527869387,10.0,
814,No,40.0,Travel_Rarely,1308.0,Research & Development,14.0,3,Medical,3.0,Male,44.0,2.0,5.0,Research Director,3.0,Single,19626.0,17544.0,1.0,Y,No,14.0,3.0,1.0,80.0,0,21.0,2.0,4.0,20.0,7.0,4.0,9.0,895.3014637078403,22.0,0.6394861637973503
815,No,21.0,Travel_Rarely,984.0,Research & Development,1.0,1,Technical Degree,4.0,Female,70.0,2.0,1.0,Research Scientist,2.0,Single,2070.0,25326.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,1004.1600867159116,10.0,
816,No,39.0,Non-Travel,439.0,Research & Development,9.0,3,Life Sciences,3.0,Male,70.0,3.0,2.0,Laboratory Technician,2.0,Single,6782.0,8770.0,9.0,Y,No,15.0,3.0,3.0,80.0,0,9.0,2.0,2.0,5.0,4.0,0.0,3.0,1118.4548304776804,30.0,
817,No,36.0,Non-Travel,217.0,Research & Development,18.0,4,Life Sciences,1.0,Male,78.0,3.0,2.0,Manufacturing Director,4.0,Single,7779.0,23238.0,2.0,Y,No,20.0,4.0,1.0,80.0,0,18.0,0.0,3.0,11.0,9.0,0.0,9.0,1016.8665373217196,15.0,
818,No,31.0,Travel_Frequently,793.0,Sales,20.0,3,Life Sciences,3.0,Male,67.0,4.0,1.0,Sales Representative,4.0,Married,2791.0,21981.0,0.0,Y,No,12.0,3.0,1.0,80.0,1,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1531.8217559641105,25.0,
819,No,28.0,Travel_Rarely,1451.0,Research & Development,2.0,1,Life Sciences,1.0,Male,67.0,2.0,1.0,Research Scientist,2.0,Married,3201.0,19911.0,0.0,Y,No,17.0,3.0,1.0,80.0,0,6.0,,1.0,5.0,3.0,0.0,4.0,1259.560305304329,25.0,
820,No,35.0,Travel_Frequently,1182.0,Sales,11.0,2,Marketing,4.0,Male,54.0,3.0,2.0,Sales Executive,4.0,Divorced,4968.0,18500.0,1.0,Y,No,11.0,3.0,4.0,80.0,1,5.0,,3.0,5.0,2.0,0.0,2.0,1712.11678256305,,
821,No,49.0,Travel_Rarely,174.0,Sales,8.0,4,Technical Degree,4.0,Male,56.0,2.0,4.0,Sales Executive,2.0,Married,13120.0,11879.0,6.0,Y,No,17.0,3.0,2.0,80.0,1,22.0,3.0,3.0,9.0,8.0,2.0,3.0,1308.3134220343989,15.0,
822,No,34.0,Travel_Frequently,1003.0,Research & Development,2.0,2,Life Sciences,4.0,Male,95.0,3.0,2.0,Manufacturing Director,3.0,Single,4033.0,15834.0,2.0,Y,No,11.0,3.0,4.0,80.0,0,5.0,3.0,2.0,3.0,2.0,0.0,2.0,771.401049834195,10.0,
823,No,29.0,Travel_Frequently,490.0,Research & Development,10.0,3,Life Sciences,4.0,Female,61.0,3.0,1.0,Research Scientist,2.0,Divorced,3291.0,17940.0,0.0,Y,No,14.0,3.0,4.0,80.0,2,8.0,2.0,2.0,7.0,5.0,,1.0,1544.049345750955,,
824,No,42.0,Travel_Rarely,188.0,Research & Development,29.0,3,Medical,2.0,Male,56.0,1.0,2.0,Laboratory Technician,4.0,Single,4272.0,9558.0,4.0,Y,No,19.0,3.0,1.0,80.0,0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,1206.9565067881301,10.0,0.9154072115893304
825,No,29.0,Travel_Rarely,718.0,Research & Development,8.0,1,Medical,2.0,Male,79.0,2.0,2.0,Manufacturing Director,4.0,Married,5056.0,17689.0,1.0,Y,Yes,15.0,3.0,3.0,80.0,1,10.0,2.0,2.0,10.0,7.0,1.0,2.0,983.1263588073549,22.0,
826,No,38.0,Travel_Rarely,433.0,Human Resources,1.0,3,Human Resources,3.0,Male,37.0,4.0,1.0,Human Resources,3.0,Married,2844.0,6004.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,7.0,2.0,4.0,7.0,6.0,5.0,0.0,1252.1733306059791,10.0,2.0406883505483635
827,No,28.0,Travel_Frequently,773.0,Research & Development,6.0,3,Life Sciences,3.0,Male,39.0,2.0,1.0,Research Scientist,3.0,Divorced,2703.0,22088.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,1,3.0,2.0,3.0,3.0,1.0,0.0,2.0,1031.3248994619173,,
828,Yes,18.0,Non-Travel,247.0,Research & Development,8.0,1,Medical,3.0,Male,80.0,3.0,1.0,Laboratory Technician,3.0,Single,1904.0,13556.0,1.0,Y,No,12.0,3.0,4.0,80.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,970.1724846941418,,
829,Yes,33.0,Travel_Rarely,603.0,Sales,9.0,4,Marketing,1.0,Female,77.0,3.0,2.0,Sales Executive,1.0,Single,8224.0,18385.0,0.0,Y,Yes,17.0,3.0,1.0,80.0,0,6.0,,3.0,5.0,2.0,0.0,3.0,741.8122836744385,15.0,
830,No,41.0,Travel_Rarely,167.0,Research & Development,12.0,4,Life Sciences,2.0,Male,46.0,3.0,1.0,Laboratory Technician,4.0,Married,4766.0,9051.0,3.0,Y,Yes,11.0,3.0,1.0,80.0,1,6.0,4.0,3.0,1.0,0.0,0.0,0.0,716.4704040093648,22.0,
831,Yes,31.0,Travel_Frequently,874.0,Research & Development,15.0,3,Medical,3.0,Male,72.0,3.0,1.0,Laboratory Technician,3.0,Married,2610.0,6233.0,1.0,Y,No,12.0,3.0,3.0,80.0,1,2.0,5.0,2.0,2.0,2.0,2.0,2.0,971.6106229222856,10.0,
832,No,37.0,Travel_Rarely,367.0,Research & Development,25.0,2,Medical,3.0,Female,52.0,2.0,2.0,Healthcare Representative,4.0,Divorced,5731.0,17171.0,7.0,Y,No,13.0,3.0,3.0,80.0,2,9.0,2.0,3.0,6.0,2.0,1.0,3.0,983.166541704946,10.0,0.9246326008628252
833,No,27.0,Travel_Rarely,199.0,Research & Development,6.0,3,Life Sciences,4.0,Male,55.0,2.0,1.0,Research Scientist,3.0,Married,2539.0,7950.0,1.0,Y,No,13.0,3.0,3.0,80.0,1,4.0,0.0,3.0,4.0,2.0,2.0,2.0,1344.9599505572432,,
834,No,34.0,Travel_Rarely,1400.0,Sales,9.0,1,Life Sciences,2.0,Female,70.0,3.0,2.0,Sales Executive,3.0,Married,5714.0,5829.0,1.0,Y,No,20.0,4.0,1.0,80.0,0,6.0,3.0,2.0,6.0,5.0,1.0,3.0,496.1810604545409,,
835,No,35.0,Travel_Rarely,528.0,Human Resources,8.0,4,Technical Degree,3.0,Male,100.0,3.0,1.0,Human Resources,3.0,Single,4323.0,7108.0,1.0,Y,No,17.0,3.0,2.0,80.0,0,6.0,,1.0,5.0,4.0,1.0,4.0,513.5589795540882,10.0,0.9631380383345249
836,Yes,29.0,Travel_Rarely,408.0,Sales,23.0,1,Life Sciences,4.0,Female,45.0,2.0,3.0,Sales Executive,1.0,Married,7336.0,11162.0,1.0,Y,No,13.0,3.0,1.0,80.0,1,11.0,3.0,1.0,11.0,8.0,3.0,10.0,1083.2030028345364,15.0,
837,No,40.0,Travel_Frequently,593.0,Research & Development,9.0,4,Medical,2.0,Female,88.0,3.0,3.0,Research Director,3.0,Single,13499.0,13782.0,9.0,Y,No,17.0,3.0,3.0,80.0,0,20.0,,2.0,18.0,7.0,2.0,13.0,1187.529503805631,10.0,1.3238953589705504
838,Yes,42.0,Travel_Frequently,481.0,Sales,12.0,3,Life Sciences,3.0,Male,44.0,3.0,4.0,Sales Executive,1.0,Single,13758.0,2447.0,0.0,Y,Yes,12.0,3.0,2.0,80.0,0,22.0,,2.0,21.0,9.0,13.0,14.0,1164.5778468909748,,
839,No,42.0,Travel_Rarely,647.0,Sales,4.0,4,Marketing,2.0,Male,45.0,3.0,2.0,Sales Executive,1.0,Single,5155.0,2253.0,7.0,Y,No,13.0,3.0,4.0,80.0,0,9.0,,4.0,6.0,4.0,1.0,5.0,1592.2152921285892,,
840,No,35.0,Travel_Rarely,982.0,Research & Development,1.0,4,Medical,4.0,Male,58.0,2.0,1.0,Laboratory Technician,3.0,Married,2258.0,16340.0,6.0,Y,No,12.0,3.0,2.0,80.0,1,10.0,2.0,3.0,8.0,0.0,1.0,7.0,1095.4334517022864,22.0,
841,No,24.0,Travel_Rarely,477.0,Research & Development,24.0,3,Medical,4.0,Male,49.0,3.0,1.0,Laboratory Technician,2.0,Single,3597.0,6409.0,8.0,Y,No,22.0,4.0,4.0,80.0,0,6.0,2.0,3.0,4.0,3.0,1.0,2.0,1719.7663854071266,,
842,Yes,28.0,Travel_Rarely,1485.0,Research & Development,12.0,1,Life Sciences,3.0,Female,79.0,3.0,1.0,Laboratory Technician,4.0,Married,2515.0,22955.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1486.7837914373572,18.0,
843,No,26.0,Travel_Rarely,1384.0,Research & Development,3.0,4,Medical,1.0,Male,82.0,4.0,1.0,Laboratory Technician,4.0,Married,4420.0,13421.0,1.0,Y,No,22.0,4.0,2.0,80.0,1,8.0,2.0,3.0,8.0,7.0,0.0,7.0,1234.8911985506952,,1.2761622769004108
844,No,30.0,Travel_Rarely,852.0,Sales,10.0,3,Marketing,3.0,Male,72.0,2.0,2.0,Sales Executive,3.0,Married,6578.0,2706.0,1.0,Y,No,18.0,3.0,1.0,80.0,1,10.0,3.0,3.0,10.0,3.0,1.0,4.0,844.5272586505855,15.0,
845,No,40.0,Travel_Frequently,902.0,Research & Development,26.0,2,Medical,3.0,Female,92.0,2.0,2.0,Research Scientist,4.0,Married,4422.0,21203.0,3.0,Y,Yes,13.0,3.0,4.0,80.0,1,16.0,3.0,1.0,1.0,1.0,0.0,0.0,1011.2692968483466,,1.5703680914879752
846,No,35.0,Travel_Rarely,819.0,Research & Development,2.0,3,Life Sciences,3.0,Male,44.0,2.0,3.0,Manufacturing Director,2.0,Divorced,10274.0,19588.0,2.0,Y,No,18.0,3.0,2.0,80.0,1,15.0,2.0,4.0,7.0,7.0,6.0,4.0,1559.574134731703,,0.7791811967680304
847,No,34.0,Travel_Frequently,669.0,Research & Development,1.0,3,Medical,4.0,Male,97.0,2.0,2.0,Healthcare Representative,1.0,Single,5343.0,25755.0,0.0,Y,No,20.0,4.0,3.0,80.0,0,14.0,3.0,3.0,13.0,9.0,4.0,9.0,1367.641240883668,25.0,1.0392357002010972
848,No,35.0,Travel_Frequently,636.0,Research & Development,4.0,4,Other,4.0,Male,47.0,2.0,1.0,Laboratory Technician,4.0,Married,2376.0,26537.0,1.0,Y,No,13.0,3.0,2.0,80.0,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,870.7297720987649,10.0,
849,Yes,43.0,Travel_Rarely,1372.0,Sales,9.0,3,Marketing,1.0,Female,85.0,1.0,2.0,Sales Executive,3.0,Single,5346.0,9489.0,8.0,Y,No,13.0,3.0,2.0,80.0,0,7.0,2.0,2.0,4.0,3.0,1.0,3.0,1523.5162351620322,18.0,
850,No,32.0,Non-Travel,862.0,Sales,2.0,1,Life Sciences,3.0,Female,76.0,3.0,1.0,Sales Representative,1.0,Divorced,2827.0,14947.0,1.0,Y,No,12.0,3.0,3.0,80.0,3,1.0,,3.0,1.0,0.0,0.0,0.0,922.3741391500272,,0.6487478086023302
851,No,56.0,Travel_Rarely,718.0,Research & Development,4.0,4,Technical Degree,4.0,Female,92.0,3.0,5.0,Manager,1.0,Divorced,19943.0,18575.0,4.0,Y,No,13.0,3.0,4.0,80.0,1,28.0,2.0,3.0,5.0,2.0,4.0,2.0,,10.0,2.788567007047749
852,No,29.0,Travel_Rarely,1401.0,Research & Development,6.0,1,Medical,2.0,Female,54.0,3.0,1.0,Laboratory Technician,4.0,Married,3131.0,26342.0,1.0,Y,No,13.0,3.0,1.0,80.0,1,10.0,,3.0,10.0,8.0,0.0,8.0,397.80776311910347,15.0,
853,No,19.0,Travel_Rarely,645.0,Research & Development,9.0,2,Life Sciences,3.0,Male,54.0,3.0,1.0,Research Scientist,1.0,Single,2552.0,7172.0,1.0,Y,No,25.0,4.0,3.0,80.0,0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1483.3631581025363,10.0,
854,No,45.0,Travel_Rarely,1457.0,Research & Development,7.0,3,Medical,1.0,Female,83.0,3.0,1.0,Research Scientist,3.0,Married,4477.0,20100.0,4.0,Y,Yes,19.0,3.0,3.0,80.0,1,7.0,2.0,2.0,3.0,2.0,0.0,2.0,381.069738459845,,
855,No,37.0,Travel_Rarely,977.0,Research & Development,1.0,3,Life Sciences,4.0,Female,56.0,2.0,2.0,Manufacturing Director,4.0,Married,6474.0,9961.0,1.0,Y,No,13.0,3.0,2.0,80.0,1,14.0,,2.0,14.0,8.0,3.0,11.0,590.2740100469607,15.0,
856,No,20.0,Travel_Rarely,805.0,Research & Development,3.0,3,Life Sciences,1.0,Male,87.0,2.0,1.0,Laboratory Technician,3.0,Single,3033.0,12828.0,1.0,Y,No,12.0,3.0,1.0,80.0,0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1576.921654114602,22.0,
857,Yes,44.0,Travel_Rarely,1097.0,Research & Development,10.0,4,Life Sciences,3.0,Male,96.0,3.0,1.0,Research Scientist,3.0,Single,2936.0,10826.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0,6.0,4.0,3.0,6.0,4.0,0.0,2.0,732.0479088507873,,1.4335814548234382
858,No,53.0,Travel_Rarely,1223.0,Research & Development,7.0,2,Medical,4.0,Female,50.0,3.0,5.0,Manager,3.0,Divorced,18606.0,18640.0,3.0,Y,No,18.0,3.0,2.0,80.0,1,26.0,6.0,3.0,7.0,7.0,4.0,7.0,,10.0,0.8083236538039968
859,No,29.0,Travel_Rarely,942.0,Research & Development,15.0,1,Life Sciences,2.0,Female,69.0,1.0,1.0,Research Scientist,4.0,Married,2168.0,26933.0,0.0,Y,Yes,18.0,3.0,1.0,80.0,1,6.0,2.0,2.0,5.0,4.0,1.0,3.0,987.5662488388381,10.0,
860,Yes,22.0,Travel_Frequently,1256.0,Research & Development,3.0,4,Life Sciences,3.0,Male,48.0,2.0,1.0,Research Scientist,4.0,Married,2853.0,4223.0,0.0,Y,Yes,11.0,3.0,2.0,80.0,1,1.0,,3.0,0.0,0.0,0.0,0.0,408.0069625448572,22.0,
861,No,46.0,Travel_Rarely,1402.0,Sales,2.0,3,Marketing,3.0,Female,69.0,3.0,4.0,Manager,1.0,Married,17048.0,24097.0,8.0,Y,No,23.0,4.0,1.0,80.0,0,28.0,2.0,3.0,26.0,15.0,15.0,9.0,1156.208365882415,10.0,
862,No,44.0,Non-Travel,111.0,Research & Development,17.0,3,Life Sciences,4.0,Male,74.0,1.0,1.0,Research Scientist,3.0,Single,2290.0,4279.0,2.0,Y,No,13.0,3.0,4.0,80.0,0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1340.4875734723912,15.0,
863,No,33.0,Travel_Rarely,147.0,Human Resources,2.0,3,Human Resources,2.0,Male,99.0,3.0,1.0,Human Resources,3.0,Married,3600.0,8429.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,5.0,2.0,3.0,5.0,4.0,1.0,4.0,841.1872425023789,10.0,
864,Yes,41.0,Non-Travel,906.0,Research & Development,5.0,2,Life Sciences,1.0,Male,95.0,2.0,1.0,Research Scientist,1.0,Divorced,2107.0,20293.0,6.0,Y,No,17.0,3.0,1.0,80.0,1,5.0,2.0,1.0,1.0,0.0,0.0,0.0,858.0111620594679,,
865,No,30.0,Travel_Rarely,1329.0,Sales,29.0,4,Life Sciences,3.0,Male,61.0,3.0,2.0,Sales Executive,1.0,Divorced,4115.0,13192.0,8.0,Y,No,19.0,3.0,3.0,80.0,3,8.0,3.0,3.0,4.0,3.0,0.0,3.0,1266.1669633667284,10.0,
866,No,40.0,Travel_Frequently,1184.0,Sales,2.0,4,Medical,2.0,Male,62.0,3.0,2.0,Sales Executive,2.0,Married,4327.0,25440.0,5.0,Y,No,12.0,3.0,4.0,80.0,3,5.0,2.0,3.0,0.0,0.0,0.0,0.0,630.8487240663485,,
867,No,50.0,Travel_Frequently,1421.0,Research & Development,2.0,3,Medical,4.0,Female,30.0,3.0,4.0,Manager,1.0,Married,17856.0,9490.0,2.0,Y,No,22.0,4.0,3.0,80.0,1,32.0,,3.0,2.0,2.0,2.0,2.0,,,
868,No,28.0,Travel_Rarely,1179.0,Research & Development,19.0,4,Medical,4.0,Male,78.0,2.0,1.0,Laboratory Technician,1.0,Married,3196.0,12449.0,1.0,Y,No,12.0,3.0,3.0,80.0,3,6.0,2.0,3.0,6.0,5.0,3.0,3.0,1046.2074685150078,22.0,
869,No,46.0,Travel_Rarely,1450.0,Research & Development,15.0,2,Life Sciences,4.0,Male,52.0,3.0,5.0,Research Director,2.0,Married,19081.0,10849.0,5.0,Y,No,11.0,3.0,1.0,80.0,1,25.0,2.0,3.0,4.0,2.0,0.0,3.0,1175.9496937089978,25.0,
870,No,35.0,Travel_Rarely,1361.0,Sales,17.0,4,Life Sciences,3.0,Male,94.0,3.0,2.0,Sales Executive,1.0,Married,8966.0,21026.0,3.0,Y,Yes,15.0,3.0,4.0,80.0,3,15.0,2.0,3.0,7.0,7.0,1.0,7.0,1401.3800330649337,15.0,
871,Yes,24.0,Travel_Rarely,984.0,Research & Development,17.0,2,Life Sciences,4.0,Female,97.0,3.0,1.0,Laboratory Technician,2.0,Married,2210.0,3372.0,1.0,Y,No,13.0,3.0,1.0,80.0,1,1.0,,1.0,1.0,0.0,0.0,0.0,708.9202693358955,25.0,0.8527155298227971
872,No,33.0,Travel_Frequently,1146.0,Sales,25.0,3,Medical,2.0,Female,82.0,3.0,2.0,Sales Executive,3.0,Married,4539.0,4905.0,1.0,Y,No,12.0,3.0,1.0,80.0,1,10.0,3.0,2.0,10.0,7.0,,1.0,895.1912859986876,25.0,
873,No,36.0,Travel_Rarely,917.0,Research & Development,6.0,4,Life Sciences,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,6865.0,1.0,Y,No,14.0,3.0,3.0,80.0,1,7.0,4.0,3.0,7.0,7.0,1.0,7.0,467.951361864913,22.0,
